Stance,Tweet
1,"@ShowTruth if they made it illegal, people would use coat hangers, and your photos would really be messed up."
1,the tears in denzel's eyes killed me. i am dead. fuck. the. oscars.
0,'feeling love' .. my response to hate ... available now.
1,all you hear about from liberal women is about the #rapeculture ...until the #rockvillerape ..then all you hear is silence. @montgomerycomd
1,"@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution."
0,true love waits.
-1,exposing abortion by marching for life by @reganblntonking
-1,the #mass4life joy has poured out into the streets as the #prolifegen heads to the !
-1,get results_follow a new tactic!
-1,"We declare that all people have worth and value even if the whole world calls them ""unwanted""!"
0,"#scotus advice from larsen &amp; @aconneen: gitlow, gideon, roe, plessy, brown, heart of atlanta, citizens u."
0,#relationship tip: embrace your differences
-1,"... getting by, looking ahead, to the day you die..."
-1,"respect, equality, justice: it begins with valuing life in the womb:"
0,im so proud of you @iboschetto @gianginoble @piero_barone @ilvolo
1,Oh you dont like that Im Pro-choice. Pftt. Dont try to force me to be pro-life. Fuck off
1,a11 help women &amp; girls take charge of their #reprorights. make a commitment to fund @shedecidesgfi.
0,cruz: gop should do ‘whatever it takes’ to confirm trump #scotus pick. @thehill
-1,attending the #marchforlife last year was affirmation for claudia that she was part of the #prolifegen: @refinery29
1,women cannot be empowered without bodily autonomy and access to reproductive health care.
-1,I've noticed that everybody that is for Abortion has already been born-Ronald Reagan
1,#thankyoutrump for your famouse quote below #thankstotrump now anyone with fame is allowed to walk by and grab my #resist #rapeculture rt
0,clc announcement: legendary #scotus litigator paul m. smith has joined our team as vp of litigation &amp; strategy!
1,it's time for change...
-1,How Ohio is secretly as restrictive as Texas with their #antichoice laws
0,who's going to #londonpride this saturday!! come say hi to @jonnypileckis and i. #pride #lovewins #equalityforall @sodexoprideuki
0,"Dear Nuns, your advocacy of tax paying is weird."
0,i made a trump gif.
-1,2 ways you can help! islove
0,can't wait to join @loudobbs tonight on @foxbusiness at 7:30 pm et. making january great again
0,"clip: @senmikelee says televising the supreme court would be a ""net benefit to the public"" (via @booktv)"
0,@lanaparrilla @etswanqueen this is so awesome! congratulations!
-1,".@ChadCottle From 1.4 million/yr to 1.1 million/yr. The ONLY way to make them decline to <5,000/yr is by making abortion criminal"
1,"@southee93 ""drunk girls"" can't consent. do your homework. #block #consent #rapeculture @collectiveshout @svccork @rachelintheoc"
-1,"#SCOTUS decision on homosex'lity-based ""marriage"" carries as much moral authority as its past decision on Roe v. Wade: #Anti-Truth"
0,"many of you have seen our #lovewins posters, but do you know whom we quoted within the heart? nelson mandela. zoom in ."
-1,Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!!
0,"""it's my hope that president trump will nominate someone who is confirmable"" @chriscoons w/ me now @cnn on #scotus - @vicentefoxque next"
-1,it's coming! #resistance2017 #interninvasion @createdequalorg gen
-1,@JaxLeSigh @ProWomanChoice ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing?
1,access to sexual and reproductive health services are a human right. denial of them is a form of .
-1,"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion"
-1, ICCPR report does not cite any reasons for the changes in the legislation regulating. macedonia law
-1,very honored for @repchrissmith to join capitol conversations podcast w/ @traviswussow &amp; i.
0,2016 is nearly over. kick off your #marriage with a bang!read as a couple &amp; grow!(4.9amazon reviews) order today!
1,"we need to rise up a generation of loving, engaged fathers who teach their sons to respect women and destroy ."
1,"""men can't be trusted to have dinner alone with women who aren't their wives."" same people: ""#rapeculture doesn't exist, snowflakes."""
1,#rapeculture doesn't begin in your pants. it begins in your mind.
0,"love never, ever, ever, fails."
-1,Demand the Senate vote to ban painful late-term abortions. Use your voice to help hold the Senate accountable.
1,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice
0,it's hard to miss the irony that the first amendment ends on the property of the court that's supposed to protect that right.
1,how the hyde amendment &amp; h.r. 7 punish america’s poor women
1,this is #rapeculture. this is why women are afraid to walk alone at night. too many people think this type of thing is funny.
1,"during his 20 yrs in the senate, jeff sessions cast 87 votes on abortion &amp; other #reprorights issues. 86 of them were anti-choice."
-1,#POTUS seals his legacy w/ 1/2 doz wins. The #GOP agenda? STILL!! Repeal #Gun laws & #Obamacare Ban Access 2
-1,"Also, abortion is wrong biblically and morally. Imagine never getting a chance to live your life. Think about where you are now."
1,our party can't call itself the party of women's rights or economic justice if we compromise on .
0,"#otd 1962 charles whittaker retired from active service. first to serve on district ct., ct. of appeals and ."
-1,the corner
1,the only thing that determines if a woman is going to be raped is whether or not she encounters a rapist.
-1,we crashed @ppact's #pinkout event in washington dc. see the full video at
1,rt! congrats to our very on dr. robinson - featured as one of america's #woke100 by @essence.
0,#scotus link of the day: @damonroot looks at justice sonia sotomayor’s record in cases involving law enforcement
0,hey @senatortester: our freedom is on the line. vote to #confirmgorsuch to the supreme court!
0,"#marriage deepens us as individuals. we learn to live, give and forgive in measures we once could not have imagined. via @thepurebed"
0,the best date ever!!! love @bradsharpmusic so much
1,"don't blame victims, hold rapists accountable."
0,i can't wait!! i hope 🤞it's someone so conservative lefties implode!! fake tears ahead!!
0,@thejournal_ie sad this is what has to be done for women in need
1,we dispel a bunch of long-held #abortion myths in our latest video. watch:
1,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment
1,"*ephebophilia is the word your looking for. also,"
0,"maybe this is looking too far ahead, but justice gorsuch should recuse himself from any ruling involving trump-russia, etc."
-1,quite possibly the cutest #prolife marcher ever!
0,"Every time you respond to something that frustrates you, you let it steal away your time and happiness."
0,.@theamirali on the #trump admin #muslimban guidance issued in response to last week's #scotus ruling @shalltakecare
0,"make america safe again: #scotus unanimously approved #potus travel ban, which takes effect for 90 days"
0,I'm gonna fuck @CaitlynGuyerXOX Next weekend
1,#rapeculture is bill cosby planning town halls on how married men &amp; male athletes can avoid sexual assault charges.
-1,Abortion does not prevent rape. Kittington
0,"in his letter brief to #scotus, g.g. urges justices to move forward with case w/out any delays"
0,two issues dear to the @usccb—migrancy and religious liberty—are headed to
0,"you know you've been married a while when you can correctly answer, ""what's that one person's name in that movie about the thing?"""
1,"hey @ivankatrump, women cannot be empowered without reproductive health care access and bodily autonomy."
0,*tamil guy uploads his marriage pic on instagram* caption :
0,#preztrump tweets that he will announce his #supremecourt pick tues eve #scotus #@foxandfriends
0,a response has been filed in #scotus emerg req. to halt 2017 special elections; keep an eye on @ncpolicywatch's blog for story
0,"breaking: #scotus denies cert in abbott v. veasey, allowing 5th circuit ruling against texas voter id law to stand (for now)."
-1,What about the equal rights of unborn humans in which about 1% could grow up to be LGBT? @SCOTUS
0,fox saying these are the two frontrunners for #scotus pick. to be announced at 8pm tuesday from the white house.
